"Ticker","Date","Open","High","Low","Close","AdjClose","Volume","Dividend","LastFetched","Source","LastSourceRefresh","SourceTimeZone","Comments"
"WOW.AX","2018-08-17","29.7000","29.9000","29.4600","29.6000","28.1895","17603022","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-08-10","29.7200","30.1500","29.6200","29.6400","28.2276","13467419","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-08-03","29.9500","30.3000","29.6500","29.7200","28.3038","9670688","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-07-27","30.8000","31.1000","30.0400","30.1800","28.7419","13798523","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-07-20","30.8800","31.4750","30.7300","30.9100","29.4371","10022812","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-07-13","30.6900","31.4800","30.5700","30.8900","29.4180","14038550","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-07-06","30.5600","31.1000","30.4100","30.6500","29.1895","12617150","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-06-29","30.0500","30.7900","29.8800","30.5200","29.0657","18429321","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-06-22","29.3400","30.0600","29.1300","29.9600","28.5324","13531441","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-06-15","29.0100","29.3800","28.8400","29.2500","27.8562","11337565","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-06-08","28.4200","29.0500","28.1900","28.8700","27.4943","9708193","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-06-01","29.0500","29.0500","28.2300","28.3500","26.9991","18218170","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-05-25","29.0200","29.2800","28.5200","28.9800","27.5991","13078123","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-05-18","28.7000","29.1900","28.4200","29.0300","27.6467","9763313","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-05-11","28.8400","28.8800","28.4200","28.6000","27.2372","10353939","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-05-04","27.9000","28.9300","27.6100","28.6000","27.2372","12648953","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-04-27","26.7900","27.8300","26.7000","27.7400","26.4182","8000857","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-04-20","26.6200","26.9800","26.4500","26.6900","25.4182","7567854","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-04-13","26.6900","27.1300","26.4800","26.6200","25.3515","10126128","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-04-06","26.1900","26.7400","26.1800","26.6300","25.3610","6833694","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-03-29","26.3600","26.6000","26.1600","26.2900","25.0372","9660645","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-03-23","26.9200","27.1400","26.4400","26.5400","25.2753","11675808","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-03-16","26.9900","27.0700","26.2400","26.7800","25.5039","15313613","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-03-09","26.9400","27.1800","26.5800","26.9000","25.6182","9481386","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-03-02","27.2800","27.9700","26.7800","26.9200","25.6372","24701121","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-02-23","27.0800","27.9200","26.7400","26.9200","25.2379","21989441","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-02-16","26.7500","27.2200","26.5700","27.0500","25.3598","10336661","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-02-09","27.6200","27.7650","26.5300","26.8700","25.1911","18285016","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-02-02","27.1900","27.7500","26.7800","27.7000","25.9692","11141310","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-01-25","27.1800","27.5000","26.9100","27.0900","25.3973","7390290","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-01-19","27.2800","27.3300","26.8550","27.0600","25.3692","10359994","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-01-12","27.2600","27.5000","27.1050","27.2500","25.5473","8958886","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-01-05","27.1800","27.4800","27.0200","27.2600","25.5567","5552987","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-12-29","27.3500","27.5450","27.2500","27.3000","25.5942","2922689","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-12-22","27.1000","27.4900","27.0800","27.3500","25.6411","16808651","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-12-15","26.9100","27.1500","26.6600","27.0700","25.3786","10115845","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-12-08","26.9300","27.0500","26.5300","26.9100","25.2286","10041979","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-12-01","26.2400","27.0800","26.1500","26.8700","25.1911","17421901","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-11-24","25.6600","26.3200","25.5900","26.3100","24.6661","8814602","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-11-17","26.3500","26.3600","25.7200","25.8300","24.2161","9583637","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-11-10","26.1400","26.3100","25.9400","26.2400","24.6004","7903752","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-11-03","25.1200","26.4700","25.0400","26.0600","24.4317","12248579","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-10-27","25.6600","25.7600","24.8200","25.1000","23.5317","14506669","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-10-20","25.1500","25.8000","25.1000","25.6300","24.0286","10845683","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-10-13","24.8500","25.1500","24.6100","25.0500","23.4848","14029635","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-10-06","25.2500","25.3200","24.4500","24.8600","23.3067","11232682","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-09-29","25.3100","25.4700","25.0100","25.2100","23.6348","15463651","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-09-22","25.4900","25.5500","25.0000","25.3500","23.7660","9554710","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-09-15","25.3400","25.5500","25.0850","25.3900","23.8035","14189983","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-09-08","25.7000","25.8600","25.2300","25.3300","23.7473","10075394","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-09-01","25.9900","26.0600","25.4100","25.7900","23.7093","14817771","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-08-25","26.9500","27.7500","25.8600","26.0800","23.9759","22979546","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-08-18","26.8300","27.2900","26.6800","27.0200","24.8400","10038572","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-08-11","27.0300","27.1000","26.4500","26.8700","24.7021","11069608","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-08-04","26.4700","27.0500","26.3800","27.0000","24.8216","12222478","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-07-28","26.1600","26.8800","26.0300","26.5100","24.3712","11468204","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-07-21","26.2500","26.6000","26.1400","26.3000","24.1781","10871068","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-07-14","25.6700","26.4000","25.5300","26.3700","24.2425","11149875","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-07-07","25.3700","25.7700","25.1700","25.5000","23.4426","11487708","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-06-30","25.4400","25.9600","25.3000","25.5400","23.4794","20351529","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-06-23","25.6500","25.7800","24.8700","25.3600","23.3139","23310285","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-06-16","25.9500","26.4400","25.7300","26.2500","24.1321","20530362","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-06-09","26.2700","26.5300","25.7200","25.9500","23.8563","13810428","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-06-02","25.8600","26.5700","25.6800","26.5300","24.3895","10495187","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-05-26","25.8800","26.3000","25.8500","26.0500","23.9483","10066233","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-05-19","26.7300","27.0000","25.7600","25.8500","23.7644","13086550","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-05-12","26.4700","27.2700","26.3500","26.9400","24.7665","15178157","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-05-05","26.8800","27.7150","26.1600","26.2500","24.1321","18301260","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-04-28","26.5000","27.0000","26.4200","26.8800","24.7113","10531950","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-04-21","26.3500","26.5300","26.0800","26.5100","24.3712","10515719","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-04-13","26.7000","26.7300","26.3200","26.4700","24.3344","7804353","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-04-07","26.5500","26.9800","26.3000","26.5200","24.3804","11234499","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-03-31","25.7500","26.7200","25.6500","26.5000","24.3620","14923285","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-03-24","25.7500","26.0500","25.2600","25.9400","23.8472","11538388","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-03-17","26.4500","26.4600","25.8500","25.8700","23.7828","13606820","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-03-10","25.3900","26.4800","25.2400","26.4200","24.2884","13091371","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-03-03","26.4300","26.4500","25.1500","25.4100","23.3599","21312174","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2017-02-24","25.6100","26.7500","25.4000","26.5000","24.0373","26443875","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
