"Ticker","Date","Open","High","Low","Close","AdjClose","Volume","Dividend","LastFetched","Source","LastSourceRefresh","SourceTimeZone","Comments"
"WOW.AX","2019-09-10","38.0000","38.1000","37.4700","37.6800","37.6800","5004559","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-09-06","37.8500","38.0600","0.0000","38.0600","38.0600","13318961","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-08-30","35.7800","37.7700","35.4000","37.7700","37.1919","21881794","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-08-23","35.2500","36.6500","35.1200","35.9900","35.4391","12806221","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-08-16","35.7000","35.9000","34.6100","34.9900","34.4544","11479957","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-08-09","35.5000","35.7200","34.1000","35.4000","34.8582","9499184","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-08-02","35.2500","35.8400","34.9900","35.7700","35.2225","13844737","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-07-26","34.3500","35.5000","34.0800","35.2300","34.6908","12989109","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-07-19","33.8600","34.4300","33.7200","34.3300","33.8045","8251569","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-07-12","34.3100","34.4950","33.8400","34.2300","33.7061","8455268","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-07-05","33.2900","34.4500","32.8450","34.3100","33.7848","10989950","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-06-28","32.9600","33.5300","32.6000","33.2300","32.7214","15910639","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-06-21","32.2200","33.1900","32.0300","32.9900","32.4851","16139156","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-06-14","31.8200","32.4900","31.8100","32.2900","31.7958","12017267","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-06-07","31.1000","31.5900","31.0200","31.5100","31.0277","21172364","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-05-31","32.3700","32.4200","31.2700","31.3700","30.8898","44723539","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-05-24","34.3000","34.8400","32.4800","32.7000","32.1995","32047095","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-05-17","33.1000","34.1800","32.9150","34.1800","33.6568","15295488","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-05-10","32.7700","33.0700","32.2400","32.9900","32.4851","10117788","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-05-03","31.9000","32.8900","31.5600","32.8400","32.3373","12954568","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-04-26","31.4800","32.0000","31.3900","31.9900","31.5004","6765617","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-04-18","30.9000","31.4000","30.8600","31.2200","30.7421","6774807","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-04-12","30.3800","31.0000","30.0900","31.0000","30.5255","9045685","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-04-05","31.0000","31.2800","30.2050","30.4000","29.9347","36074832","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-03-29","30.3000","30.7250","30.0600","30.4000","29.9347","15111976","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-03-22","30.3400","30.8800","30.0500","30.5100","30.0430","13668404","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-03-15","30.2300","30.3900","29.9000","30.2300","29.7673","14175889","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-03-08","29.2400","30.3500","29.0300","30.2500","29.7870","16222922","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-03-01","28.9700","29.1000","28.4550","28.8300","28.3887","21294349","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-02-22","30.2600","30.5400","28.2100","28.6500","27.7734","21797787","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-02-15","30.4900","30.5800","29.7400","30.0300","29.1112","11313090","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-02-08","29.5600","30.4500","29.4500","30.3600","29.4311","14220020","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-02-01","30.3100","30.3600","29.3300","29.4400","28.5392","9572118","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-01-25","29.9800","30.6700","29.6550","30.5200","29.5862","10954418","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-01-18","29.7500","30.1900","29.5000","29.9600","29.0433","9932369","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-01-11","29.3600","30.1000","29.3300","29.6400","28.7331","10955789","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2019-01-04","29.7500","29.7500","28.9500","29.3000","28.4035","7880624","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-12-28","28.8900","29.5700","28.8900","29.5500","28.6459","3901572","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-12-24","28.2900","28.7900","28.2600","28.7800","27.8994","1032585","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-12-21","28.4000","29.0050","28.2500","28.6700","27.7928","19017566","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-12-14","29.0100","29.1700","27.9800","28.3100","27.4438","16939218","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-12-07","29.1600","29.5700","28.6200","29.2300","28.3357","13015228","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-11-30","29.2700","29.9300","28.9200","28.9200","28.0352","21555858","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-11-23","28.5600","29.4700","28.2800","29.2400","28.3454","12669582","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-11-16","29.4400","29.8800","28.6700","28.7600","27.8800","12774071","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-11-09","28.5300","29.5800","28.5300","29.4200","28.5199","10493996","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-11-02","27.4000","29.0500","27.3500","28.6000","27.7249","18328216","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-10-26","27.9800","28.2100","27.0300","27.3100","26.4744","14804481","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-10-19","27.4800","28.3400","27.1900","28.1000","27.2402","11306811","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-10-12","28.3000","28.4200","27.5400","27.6300","26.7846","15766977","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-10-05","27.8500","28.4200","27.7600","28.3500","27.4826","9501705","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-09-28","27.5200","28.3500","27.4500","28.0800","27.2209","16239197","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-09-21","27.3400","27.7750","27.1700","27.5500","26.7071","19840262","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-09-14","28.1200","28.6200","27.3450","27.4100","26.5714","9398174","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-09-07","28.3900","28.7100","27.9300","28.2900","26.9419","11773231","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-08-31","28.6000","28.8100","28.0500","28.3000","26.9515","19562946","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
"WOW.AX","2018-08-24","28.6700","29.4400","28.2000","28.8000","27.4276","18645578","0.0000",2019-09-10,"https://www.alphavantage.co","2019-09-10","US/Eastern","Weekly Adjusted Prices and Volumes"
